,Date,MinTemp,MaxTemp,Rainfall,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,year,month,day,LocationNum,WindGustDirNum,WindDir9amNum,WindDir3pmNum,Latitude,Longitude,CodeRegionNum
3307,2010-02-25,7.0,16.7,0.4,35.0,15.0,17.0,98.0,60.0,7.8,16.2,0,0,2010,2,25,17,0.3926990816987241,0.0,0.3926990816987241,-35.533333,148.783333,1
3308,2010-02-26,3.8,19.8,0.0,35.0,20.0,15.090231170768083,35.0,69.66063174114022,10.4,10.34594180704441,0,0,2010,2,26,17,0.3926990816987241,1.1780972450961724,2.7799503583372576,-35.533333,148.783333,1
3309,2010-03-02,1.6,14.8,0.2,50.0,33.0,15.090231170768083,98.0,69.66063174114022,3.2,10.34594180704441,0,0,2010,3,2,17,5.890486225480862,0.0,2.7799503583372576,-35.533333,148.783333,1
3310,2010-03-03,3.1,19.1,0.0,44.0,26.0,15.090231170768083,44.0,69.66063174114022,11.2,10.34594180704441,0,0,2010,3,3,17,5.890486225480862,0.0,2.7799503583372576,-35.533333,148.783333,1
3311,2010-03-06,10.9,18.8,26.8,43.0,20.0,9.0,99.0,98.0,13.3,16.7,1,1,2010,3,6,17,2.356194490192345,2.748893571891069,3.5342917352885173,-35.533333,148.783333,1
3312,2010-03-07,12.7,14.5,8.0,65.0,30.0,33.0,99.0,99.0,12.8,13.5,1,1,2010,3,7,17,0.3926990816987241,0.3926990816987241,0.3926990816987241,-35.533333,148.783333,1
3313,2010-03-08,8.7,13.9,78.0,65.0,24.0,30.0,99.0,85.0,9.6,11.7,1,1,2010,3,8,17,2.748893571891069,2.748893571891069,2.356194490192345,-35.533333,148.783333,1
3314,2010-03-09,6.4,12.6,4.8,74.0,28.0,28.0,98.0,92.0,7.9,10.8,1,0,2010,3,9,17,3.141592653589793,3.141592653589793,3.141592653589793,-35.533333,148.783333,1
3315,2010-03-19,10.5,19.2,0.0,52.0,26.0,19.0,57.0,60.0,12.3,17.2,0,0,2010,3,19,17,3.141592653589793,3.141592653589793,3.141592653589793,-35.533333,148.783333,1
3316,2010-03-20,11.8,19.6,0.0,41.0,17.0,20.0,70.0,63.0,13.9,16.8,0,0,2010,3,20,17,3.141592653589793,2.748893571891069,2.748893571891069,-35.533333,148.783333,1
3317,2010-03-21,12.8,18.4,0.0,69.0,22.0,28.0,82.0,43.0,14.6,17.3,0,0,2010,3,21,17,3.141592653589793,3.141592653589793,3.141592653589793,-35.533333,148.783333,1
3318,2010-03-25,9.2,18.8,0.0,43.0,19.0,20.0,56.0,46.0,12.1,18.1,0,0,2010,3,25,17,3.141592653589793,1.9634954084936207,3.141592653589793,-35.533333,148.783333,1
3319,2010-03-26,11.0,19.9,0.0,46.0,24.0,19.0,64.0,45.0,12.9,19.2,0,0,2010,3,26,17,2.356194490192345,3.141592653589793,2.748893571891069,-35.533333,148.783333,1
3320,2010-03-29,10.2,11.6,10.4,63.0,33.0,26.0,98.0,99.0,11.1,11.2,1,1,2010,3,29,17,2.748893571891069,2.356194490192345,3.141592653589793,-35.533333,148.783333,1
3321,2010-03-30,8.0,12.9,4.4,35.0,11.0,15.090231170768083,92.0,69.66063174114022,9.6,10.34594180704441,1,1,2010,3,30,17,3.9269908169872414,4.319689898685965,2.7799503583372576,-35.533333,148.783333,1
3322,2010-04-04,2.9,10.9,3.0,28.0,11.0,11.0,98.0,78.0,3.9,9.4,1,0,2010,4,4,17,5.890486225480862,5.890486225480862,0.3926990816987241,-35.533333,148.783333,1
3323,2010-04-11,5.0,6.9,8.6,80.0,35.0,35.0,98.0,98.0,6.0,5.4,1,0,2010,4,11,17,3.5342917352885173,3.141592653589793,2.748893571891069,-35.533333,148.783333,1
3324,2010-04-12,-2.6,11.3,0.6,63.0,28.0,33.0,92.0,84.0,0.1,4.5,0,0,2010,4,12,17,3.5342917352885173,3.9269908169872414,3.9269908169872414,-35.533333,148.783333,1
3325,2010-04-13,0.1,13.7,0.0,26.0,4.0,15.090231170768083,24.0,69.66063174114022,11.2,10.34594180704441,0,0,2010,4,13,17,4.319689898685965,5.890486225480862,2.7799503583372576,-35.533333,148.783333,1
3326,2010-04-14,6.1,15.3,0.0,26.0,15.0,15.090231170768083,41.0,69.66063174114022,10.5,10.34594180704441,0,0,2010,4,14,17,3.141592653589793,3.141592653589793,2.7799503583372576,-35.533333,148.783333,1
3327,2010-04-28,2.0,8.1,0.0,74.0,39.0,24.0,98.0,73.0,4.0,7.2,0,0,2010,4,28,17,3.141592653589793,3.141592653589793,3.141592653589793,-35.533333,148.783333,1
3328,2010-05-01,3.7,10.9,0.0,33.0,20.0,19.0,98.0,70.0,5.8,10.2,0,0,2010,5,1,17,1.9634954084936207,2.356194490192345,2.748893571891069,-35.533333,148.783333,1
3329,2010-05-02,3.3,13.5,0.0,35.0,24.0,11.0,39.0,40.0,7.9,13.3,0,0,2010,5,2,17,3.9269908169872414,3.9269908169872414,3.5342917352885173,-35.533333,148.783333,1
3330,2010-05-03,2.9,9.7,0.0,41.0,20.0,15.090231170768083,98.0,69.66063174114022,5.0,10.34594180704441,0,0,2010,5,3,17,1.9634954084936207,0.7853981633974483,2.7799503583372576,-35.533333,148.783333,1
3331,2010-05-04,5.0,9.5,0.0,57.0,19.0,35.0,97.0,98.0,8.1,8.9,0,1,2010,5,4,17,2.748893571891069,1.9634954084936207,2.356194490192345,-35.533333,148.783333,1
3332,2010-05-05,0.2,1.4,22.4,65.0,20.0,20.0,98.0,98.0,0.6,-0.6,1,0,2010,5,5,17,2.748893571891069,3.141592653589793,3.5342917352885173,-35.533333,148.783333,1
3333,2010-05-06,-1.8,4.7,0.6,57.0,30.0,33.0,98.0,98.0,0.3,2.4,0,0,2010,5,6,17,3.5342917352885173,3.5342917352885173,3.5342917352885173,-35.533333,148.783333,1
3334,2010-05-07,-0.9,9.1,0.2,46.0,26.0,28.0,42.0,60.0,4.5,5.8,0,0,2010,5,7,17,3.9269908169872414,4.319689898685965,3.9269908169872414,-35.533333,148.783333,1
3335,2010-05-08,3.2,10.8,0.0,43.0,20.0,19.0,98.0,69.0,4.4,10.0,0,0,2010,5,8,17,9.42477796076938,4.319689898685965,3.5342917352885173,-35.533333,148.783333,1
3336,2010-05-09,4.4,12.3,0.0,22.0,11.0,11.0,45.0,54.0,9.3,11.7,0,0,2010,5,9,17,0.7853981633974483,1.9634954084936207,2.748893571891069,-35.533333,148.783333,1
3337,2010-05-10,4.1,11.0,0.0,43.0,22.0,15.090231170768083,87.0,65.0,6.7,8.8,0,0,2010,5,10,17,2.356194490192345,2.356194490192345,2.7799503583372576,-35.533333,148.783333,1
3338,2010-05-11,3.0,7.6,0.0,63.0,30.0,22.0,74.0,63.0,4.7,4.6,0,0,2010,5,11,17,2.748893571891069,2.748893571891069,3.141592653589793,-35.533333,148.783333,1
3339,2010-05-12,-4.8,5.5,0.0,50.0,26.0,13.0,86.0,56.0,-2.5,4.5,0,0,2010,5,12,17,3.9269908169872414,4.319689898685965,4.319689898685965,-35.533333,148.783333,1
3340,2010-05-13,-3.3,8.6,0.0,65.0,39.0,0.0,85.0,70.0,2.3,6.6,0,0,2010,5,13,17,9.42477796076938,9.42477796076938,2.7799503583372576,-35.533333,148.783333,1
3341,2010-05-14,0.0,9.6,0.0,57.0,30.0,15.090231170768083,71.0,69.66063174114022,3.4,10.34594180704441,0,0,2010,5,14,17,4.319689898685965,4.319689898685965,2.7799503583372576,-35.533333,148.783333,1
3342,2010-05-15,1.2,10.4,0.0,30.0,15.0,11.0,33.0,57.0,5.7,9.9,0,0,2010,5,15,17,4.319689898685965,4.319689898685965,2.356194490192345,-35.533333,148.783333,1
3343,2010-05-16,1.4,10.0,0.0,24.0,13.0,9.0,42.0,65.0,6.6,7.4,0,0,2010,5,16,17,1.9634954084936207,3.9269908169872414,2.356194490192345,-35.533333,148.783333,1
3344,2010-05-17,1.7,8.4,0.0,20.0,7.0,0.0,42.0,55.0,4.7,6.9,0,0,2010,5,17,17,3.141592653589793,4.319689898685965,2.7799503583372576,-35.533333,148.783333,1
3345,2010-05-18,1.2,8.8,0.0,26.0,13.0,7.0,44.0,43.0,5.2,7.7,0,0,2010,5,18,17,9.42477796076938,9.42477796076938,5.105088062083414,-35.533333,148.783333,1
3346,2010-05-19,0.8,8.7,0.0,26.0,9.0,9.0,69.0,62.0,3.7,8.1,0,0,2010,5,19,17,3.141592653589793,3.5342917352885173,2.748893571891069,-35.533333,148.783333,1
3347,2010-05-20,0.4,7.1,0.0,19.0,2.0,11.0,37.0,69.0,4.4,5.6,0,0,2010,5,20,17,2.356194490192345,3.141592653589793,2.356194490192345,-35.533333,148.783333,1
3348,2010-05-21,0.1,8.3,0.0,19.0,4.0,7.0,70.0,66.0,4.8,5.8,0,0,2010,5,21,17,3.5342917352885173,1.5707963267948966,1.5707963267948966,-35.533333,148.783333,1
3349,2010-05-22,-1.5,5.0,0.0,30.0,6.0,2.0,86.0,79.0,1.6,3.2,0,0,2010,5,22,17,0.3926990816987241,3.141592653589793,0.0,-35.533333,148.783333,1
3350,2010-05-23,-2.1,5.3,0.0,35.0,19.0,9.0,98.0,73.0,-0.2,4.2,0,0,2010,5,23,17,0.3926990816987241,0.3926990816987241,1.5707963267948966,-35.533333,148.783333,1
3351,2010-05-24,-0.3,6.5,0.0,37.0,11.0,11.0,98.0,98.0,1.8,4.0,0,1,2010,5,24,17,1.1780972450961724,1.1780972450961724,1.5707963267948966,-35.533333,148.783333,1
3352,2010-05-25,1.7,5.6,7.0,39.0,17.0,19.0,98.0,98.0,3.9,4.8,1,1,2010,5,25,17,1.1780972450961724,0.3926990816987241,0.3926990816987241,-35.533333,148.783333,1
3353,2010-05-26,3.1,3.6,6.0,65.0,28.0,22.0,98.0,98.0,3.5,3.5,1,0,2010,5,26,17,5.890486225480862,0.0,5.890486225480862,-35.533333,148.783333,1
3354,2010-05-27,0.7,5.3,0.8,44.0,17.0,9.0,98.0,98.0,2.7,3.8,0,0,2010,5,27,17,0.3926990816987241,0.0,1.5707963267948966,-35.533333,148.783333,1
3355,2010-05-28,1.9,5.2,0.0,41.0,19.0,15.0,98.0,98.0,3.1,4.3,0,1,2010,5,28,17,0.7853981633974483,1.1780972450961724,1.5707963267948966,-35.533333,148.783333,1
3356,2010-05-29,1.2,4.6,21.4,56.0,19.0,17.0,98.0,98.0,3.3,2.8,1,1,2010,5,29,17,1.9634954084936207,1.1780972450961724,1.5707963267948966,-35.533333,148.783333,1
3357,2010-05-30,0.0,4.7,26.8,87.0,22.0,33.0,98.0,98.0,1.0,4.4,1,1,2010,5,30,17,0.0,4.319689898685965,5.497787143782138,-35.533333,148.783333,1
3358,2010-05-31,0.7,5.3,13.8,72.0,28.0,20.0,98.0,87.0,2.1,3.6,1,0,2010,5,31,17,5.497787143782138,5.890486225480862,5.105088062083414,-35.533333,148.783333,1
3359,2010-06-01,-0.4,7.2,0.0,20.0,7.0,7.0,95.0,79.0,1.7,5.1,0,0,2010,6,1,17,3.5342917352885173,4.319689898685965,2.748893571891069,-35.533333,148.783333,1
3360,2010-06-02,0.3,6.9,0.0,44.0,15.0,11.0,89.0,77.0,1.6,5.4,0,0,2010,6,2,17,0.0,4.319689898685965,0.0,-35.533333,148.783333,1
3361,2010-06-03,0.1,4.4,0.0,39.0,22.0,17.0,98.0,97.0,2.2,4.1,0,0,2010,6,3,17,0.0,0.0,0.0,-35.533333,148.783333,1
3362,2010-06-06,-2.1,3.3,0.0,46.0,28.0,13.0,97.0,77.0,0.3,2.7,0,0,2010,6,6,17,5.105088062083414,5.105088062083414,4.319689898685965,-35.533333,148.783333,1
3363,2010-06-10,-4.8,-1.0,4.4,44.0,15.0,0.0,97.0,97.0,-4.3,-1.7,1,0,2010,6,10,17,3.141592653589793,3.9269908169872414,2.7799503583372576,-35.533333,148.783333,1
3364,2010-06-11,-4.3,0.4,0.0,59.0,0.0,31.0,97.0,93.0,-2.3,-1.1,0,0,2010,6,11,17,3.9269908169872414,3.0136932484228516,3.9269908169872414,-35.533333,148.783333,1
3365,2010-06-12,-5.1,2.1,0.0,43.0,6.0,2.0,84.0,59.0,-2.8,1.3,0,0,2010,6,12,17,3.5342917352885173,0.0,0.0,-35.533333,148.783333,1
3366,2010-06-13,-3.9,3.6,0.0,24.0,9.0,13.0,30.0,74.0,1.5,3.0,0,0,2010,6,13,17,3.141592653589793,3.9269908169872414,3.141592653589793,-35.533333,148.783333,1
3367,2010-06-14,-1.7,7.0,0.0,28.0,9.0,11.0,31.0,58.0,2.6,3.5,0,0,2010,6,14,17,1.5707963267948966,2.748893571891069,2.748893571891069,-35.533333,148.783333,1
3368,2010-06-15,-1.0,4.7,0.0,39.0,15.0,22.0,97.0,63.0,1.1,3.4,0,0,2010,6,15,17,2.356194490192345,2.748893571891069,3.141592653589793,-35.533333,148.783333,1
3369,2010-06-16,-0.2,4.3,0.0,59.0,19.0,15.090231170768083,98.0,69.66063174114022,2.1,10.34594180704441,0,1,2010,6,16,17,1.5707963267948966,2.748893571891069,2.7799503583372576,-35.533333,148.783333,1
3370,2010-06-17,1.7,2.9,17.4,93.0,39.0,37.0,98.0,98.0,1.9,0.7,1,1,2010,6,17,17,3.5342917352885173,2.748893571891069,3.141592653589793,-35.533333,148.783333,1
3371,2010-06-18,-3.1,0.6,16.4,57.0,22.0,17.0,98.0,98.0,-2.2,-0.3,1,0,2010,6,18,17,3.5342917352885173,3.141592653589793,3.5342917352885173,-35.533333,148.783333,1
3372,2010-06-19,-3.1,2.1,0.4,65.0,30.0,33.0,98.0,98.0,0.5,0.2,0,0,2010,6,19,17,3.141592653589793,3.141592653589793,3.5342917352885173,-35.533333,148.783333,1
3373,2010-06-20,-1.4,4.9,0.0,52.0,30.0,15.0,98.0,88.0,0.1,2.6,0,0,2010,6,20,17,3.9269908169872414,3.9269908169872414,4.319689898685965,-35.533333,148.783333,1
3374,2010-06-21,0.1,5.8,0.0,20.0,11.0,13.0,98.0,71.0,0.9,5.2,0,0,2010,6,21,17,2.356194490192345,0.7853981633974483,2.356194490192345,-35.533333,148.783333,1
3375,2010-06-24,-0.1,4.7,5.2,44.0,15.0,11.0,97.0,73.0,1.5,4.3,1,1,2010,6,24,17,1.1780972450961724,0.7853981633974483,1.9634954084936207,-35.533333,148.783333,1
3376,2010-06-25,0.8,4.7,1.4,54.0,24.0,24.0,95.0,94.0,3.7,4.5,1,1,2010,6,25,17,2.356194490192345,2.356194490192345,2.356194490192345,-35.533333,148.783333,1
3377,2010-06-26,0.6,3.5,28.2,57.0,22.0,19.0,84.0,69.0,0.6,0.9,1,0,2010,6,26,17,2.748893571891069,3.5342917352885173,3.9269908169872414,-35.533333,148.783333,1
3378,2010-06-27,-5.2,1.0,0.0,30.0,15.0,9.0,36.0,35.0,-3.2,0.7,0,0,2010,6,27,17,5.105088062083414,5.497787143782138,3.141592653589793,-35.533333,148.783333,1
3379,2010-07-02,-5.3,0.5,0.0,28.0,17.0,9.0,72.0,87.0,-3.1,-1.4,0,1,2010,7,2,17,2.748893571891069,3.5342917352885173,2.748893571891069,-35.533333,148.783333,1
3380,2010-07-06,-1.0,1.6,11.8,33.0,0.0,4.0,97.0,94.0,-0.4,0.6,1,1,2010,7,6,17,1.1780972450961724,3.0136932484228516,5.890486225480862,-35.533333,148.783333,1
3381,2010-07-10,-0.1,3.8,0.2,78.0,24.0,24.0,98.0,98.0,0.1,2.3,0,1,2010,7,10,17,2.356194490192345,1.1780972450961724,1.9634954084936207,-35.533333,148.783333,1
3382,2010-07-15,-4.3,0.3,23.2,46.0,15.0,15.090231170768083,88.0,91.0,-3.7,-2.2,1,1,2010,7,15,17,3.5342917352885173,3.9269908169872414,2.7799503583372576,-35.533333,148.783333,1
3383,2010-07-22,-4.6,3.0,0.0,35.0,7.0,11.0,54.0,62.0,0.0,1.8,0,0,2010,7,22,17,5.497787143782138,5.890486225480862,5.105088062083414,-35.533333,148.783333,1
3384,2010-07-26,-2.1,5.2,1.4,24.0,17.0,15.090231170768083,52.0,69.66063174114022,0.5,10.34594180704441,1,0,2010,7,26,17,4.319689898685965,4.319689898685965,2.7799503583372576,-35.533333,148.783333,1
3385,2010-07-29,0.4,3.1,13.4,43.0,17.0,24.0,98.0,98.0,2.7,2.0,1,1,2010,7,29,17,3.141592653589793,2.748893571891069,3.141592653589793,-35.533333,148.783333,1
3386,2010-08-02,-4.4,0.1,28.6,46.17230886268543,0.0,15.090231170768083,91.0,94.0,-3.6,-1.5,1,1,2010,8,2,17,3.005215985050069,3.0136932484228516,2.7799503583372576,-35.533333,148.783333,1
3387,2010-08-03,-3.7,3.2,4.8,46.17230886268543,15.912884333821376,15.090231170768083,96.0,65.0,0.0,2.9,1,0,2010,8,3,17,3.005215985050069,3.0136932484228516,2.7799503583372576,-35.533333,148.783333,1
3388,2010-08-04,-3.8,-0.8,0.0,46.17230886268543,15.912884333821376,15.090231170768083,88.0,77.0,-2.8,-1.4,0,0,2010,8,4,17,3.005215985050069,3.0136932484228516,2.7799503583372576,-35.533333,148.783333,1
3389,2010-08-05,-5.2,-2.0,0.0,46.17230886268543,15.912884333821376,15.090231170768083,84.0,84.0,-4.3,-2.3,0,0,2010,8,5,17,3.005215985050069,3.0136932484228516,2.7799503583372576,-35.533333,148.783333,1
3390,2010-08-08,-4.0,4.5,0.0,46.17230886268543,15.912884333821376,15.090231170768083,11.0,49.0,0.9,3.9,0,0,2010,8,8,17,3.005215985050069,3.0136932484228516,2.7799503583372576,-35.533333,148.783333,1
3391,2010-08-11,-2.2,-1.3,32.2,46.17230886268543,15.912884333821376,15.090231170768083,98.0,97.0,-2.1,-2.0,1,1,2010,8,11,17,3.005215985050069,3.0136932484228516,2.7799503583372576,-35.533333,148.783333,1
3392,2010-08-14,-0.5,2.7,0.0,46.17230886268543,15.912884333821376,15.090231170768083,42.0,91.0,2.5,0.3,0,1,2010,8,14,17,3.005215985050069,3.0136932484228516,2.7799503583372576,-35.533333,148.783333,1
3393,2010-08-15,-0.5,1.7,5.8,46.17230886268543,15.912884333821376,15.090231170768083,98.0,98.0,0.1,0.0,1,1,2010,8,15,17,3.005215985050069,3.0136932484228516,2.7799503583372576,-35.533333,148.783333,1
3394,2010-08-16,-2.8,-0.9,12.2,63.0,15.912884333821376,31.0,98.0,98.0,-2.4,-1.1,1,1,2010,8,16,17,2.748893571891069,3.0136932484228516,3.141592653589793,-35.533333,148.783333,1
3395,2010-08-17,-6.1,3.8,4.6,44.0,22.0,9.0,73.0,56.0,-3.3,3.1,1,0,2010,8,17,17,3.9269908169872414,3.9269908169872414,3.141592653589793,-35.533333,148.783333,1
3396,2010-08-18,-3.4,3.5,0.0,81.0,30.0,33.0,59.0,98.0,0.1,-0.3,0,1,2010,8,18,17,2.356194490192345,1.9634954084936207,1.9634954084936207,-35.533333,148.783333,1
3397,2010-08-21,-4.6,-1.5,1.8,63.0,24.0,19.0,95.0,97.0,-3.2,-2.2,1,0,2010,8,21,17,3.5342917352885173,3.5342917352885173,3.141592653589793,-35.533333,148.783333,1
3398,2010-08-22,-4.1,3.6,0.2,37.0,22.0,9.0,95.0,69.0,-2.4,3.2,0,0,2010,8,22,17,3.5342917352885173,3.9269908169872414,2.356194490192345,-35.533333,148.783333,1
3399,2010-08-23,-2.5,4.0,0.0,37.0,7.0,11.0,95.0,90.0,-1.3,1.0,0,1,2010,8,23,17,2.356194490192345,1.5707963267948966,2.356194490192345,-35.533333,148.783333,1
3400,2010-08-24,-1.6,-0.6,1.4,46.0,13.0,20.0,97.0,95.0,-1.1,-1.6,1,1,2010,8,24,17,3.141592653589793,3.141592653589793,3.141592653589793,-35.533333,148.783333,1
3401,2010-08-25,-7.1,-3.1,8.6,46.0,19.0,20.0,90.0,93.0,-5.5,-3.7,1,1,2010,8,25,17,3.141592653589793,3.141592653589793,2.748893571891069,-35.533333,148.783333,1
3402,2010-08-26,-5.8,-1.3,20.4,37.0,17.0,15.090231170768083,92.0,95.0,-4.0,-1.9,1,1,2010,8,26,17,3.141592653589793,3.141592653589793,2.7799503583372576,-35.533333,148.783333,1
3403,2010-09-01,-0.3,5.8,0.0,81.0,39.0,39.0,89.0,75.0,3.2,4.5,0,0,2010,9,1,17,3.5342917352885173,2.748893571891069,3.141592653589793,-35.533333,148.783333,1
3404,2010-09-04,-0.5,7.8,24.6,109.0,35.0,43.0,98.0,98.0,7.1,7.2,1,1,2010,9,4,17,2.356194490192345,1.5707963267948966,1.9634954084936207,-35.533333,148.783333,1
3405,2010-09-05,-0.3,1.1,68.6,89.0,26.0,31.0,98.0,97.0,-0.3,0.3,1,1,2010,9,5,17,2.356194490192345,3.141592653589793,2.748893571891069,-35.533333,148.783333,1
3406,2010-09-06,-2.1,0.4,2.2,46.0,20.0,20.0,91.0,87.0,-0.8,0.1,1,1,2010,9,6,17,3.5342917352885173,3.141592653589793,3.141592653589793,-35.533333,148.783333,1
3407,2010-09-07,-4.2,3.2,4.4,30.0,6.0,2.0,78.0,49.0,-1.9,1.2,1,0,2010,9,7,17,2.748893571891069,2.748893571891069,5.890486225480862,-35.533333,148.783333,1
3408,2010-09-10,1.0,5.3,13.0,69.0,24.0,30.0,63.0,78.0,3.4,-1.1,1,1,2010,9,10,17,2.748893571891069,3.141592653589793,3.5342917352885173,-35.533333,148.783333,1
3409,2010-09-16,-2.3,3.9,0.4,74.0,30.0,35.0,80.0,52.0,-1.2,0.9,0,0,2010,9,16,17,3.141592653589793,3.141592653589793,3.5342917352885173,-35.533333,148.783333,1
3410,2010-09-17,-5.2,8.8,0.0,59.0,24.0,15.090231170768083,23.0,43.0,3.0,7.7,0,0,2010,9,17,17,3.9269908169872414,9.42477796076938,2.7799503583372576,-35.533333,148.783333,1
3411,2010-09-18,-1.5,10.0,0.0,46.17230886268543,20.0,20.0,57.0,47.0,2.0,8.5,0,0,2010,9,18,17,3.005215985050069,3.5342917352885173,3.9269908169872414,-35.533333,148.783333,1
3412,2010-09-19,-1.0,11.3,0.0,30.0,6.0,17.0,60.0,41.0,5.3,10.1,0,0,2010,9,19,17,2.748893571891069,1.9634954084936207,2.748893571891069,-35.533333,148.783333,1
3413,2010-09-20,1.4,13.6,0.0,28.0,7.0,11.0,50.0,57.0,6.7,12.6,0,0,2010,9,20,17,5.497787143782138,3.9269908169872414,2.748893571891069,-35.533333,148.783333,1
3414,2010-09-21,5.7,17.4,0.0,35.0,22.0,6.0,40.0,38.0,10.9,16.6,0,0,2010,9,21,17,0.3926990816987241,3.9269908169872414,3.141592653589793,-35.533333,148.783333,1
3415,2010-09-22,1.6,12.1,0.0,39.0,20.0,13.0,98.0,51.0,3.9,11.6,0,0,2010,9,22,17,2.748893571891069,3.141592653589793,3.141592653589793,-35.533333,148.783333,1
3416,2010-09-23,0.0,12.5,0.0,26.0,4.0,11.0,77.0,56.0,5.7,11.6,0,0,2010,9,23,17,2.356194490192345,1.9634954084936207,2.748893571891069,-35.533333,148.783333,1
3417,2010-09-24,3.1,15.7,0.0,37.0,19.0,17.0,30.0,34.0,9.2,14.1,0,0,2010,9,24,17,3.5342917352885173,3.9269908169872414,3.5342917352885173,-35.533333,148.783333,1
3418,2010-09-25,1.7,10.4,0.0,50.0,24.0,26.0,67.0,69.0,3.7,7.4,0,0,2010,9,25,17,2.748893571891069,3.141592653589793,3.141592653589793,-35.533333,148.783333,1
3419,2010-09-26,2.5,12.8,0.0,50.0,19.0,22.0,71.0,31.0,7.7,11.3,0,0,2010,9,26,17,3.5342917352885173,2.748893571891069,3.141592653589793,-35.533333,148.783333,1
3420,2010-09-27,3.5,10.0,0.0,74.0,30.0,28.0,67.0,55.0,7.2,7.5,0,0,2010,9,27,17,2.748893571891069,3.141592653589793,2.748893571891069,-35.533333,148.783333,1
3421,2010-09-28,1.2,8.8,0.0,76.0,26.0,30.0,37.0,51.0,4.8,5.9,0,0,2010,9,28,17,2.748893571891069,2.748893571891069,3.141592653589793,-35.533333,148.783333,1
3422,2010-10-01,-1.6,8.0,0.0,33.0,13.0,7.0,57.0,67.0,3.0,7.4,0,0,2010,10,1,17,1.9634954084936207,1.9634954084936207,1.5707963267948966,-35.533333,148.783333,1
3423,2010-10-02,0.6,8.5,0.0,61.0,20.0,17.0,98.0,98.0,3.9,4.6,0,1,2010,10,2,17,0.0,0.3926990816987241,0.3926990816987241,-35.533333,148.783333,1
3424,2010-10-03,2.9,7.1,11.6,56.0,22.0,26.0,98.0,98.0,4.1,6.0,1,1,2010,10,3,17,0.3926990816987241,0.3926990816987241,0.3926990816987241,-35.533333,148.783333,1
3425,2010-10-04,3.8,9.8,9.0,54.0,28.0,13.0,98.0,98.0,5.5,6.8,1,1,2010,10,4,17,0.0,0.3926990816987241,0.7853981633974483,-35.533333,148.783333,1
3426,2010-10-05,5.0,13.8,2.0,33.0,19.0,6.0,53.0,68.0,9.8,11.7,1,0,2010,10,5,17,3.141592653589793,4.319689898685965,1.1780972450961724,-35.533333,148.783333,1
3427,2010-10-06,5.5,16.0,0.2,46.0,9.0,15.0,66.0,64.0,10.0,14.1,0,1,2010,10,6,17,2.748893571891069,0.7853981633974483,1.5707963267948966,-35.533333,148.783333,1
3428,2010-10-07,3.4,11.7,6.0,54.0,20.0,22.0,48.0,42.0,5.5,10.1,1,0,2010,10,7,17,3.141592653589793,3.5342917352885173,3.5342917352885173,-35.533333,148.783333,1
3429,2010-10-08,1.0,12.3,0.2,39.0,4.0,11.0,59.0,64.0,5.5,9.2,0,0,2010,10,8,17,9.42477796076938,0.0,1.5707963267948966,-35.533333,148.783333,1
3430,2010-10-09,1.7,12.4,0.0,30.0,9.0,13.0,98.0,62.0,3.4,12.3,0,0,2010,10,9,17,2.748893571891069,1.5707963267948966,3.141592653589793,-35.533333,148.783333,1
3431,2010-10-10,3.1,9.4,0.0,72.0,26.0,26.0,98.0,68.0,3.4,8.0,0,0,2010,10,10,17,0.0,0.3926990816987241,0.3926990816987241,-35.533333,148.783333,1
3432,2010-10-11,1.0,8.5,0.0,61.0,35.0,17.0,98.0,98.0,3.7,6.5,0,0,2010,10,11,17,0.3926990816987241,0.3926990816987241,0.7853981633974483,-35.533333,148.783333,1
3433,2010-10-12,3.7,12.0,0.6,35.0,15.0,11.0,98.0,97.0,8.4,9.2,0,1,2010,10,12,17,1.9634954084936207,2.748893571891069,2.748893571891069,-35.533333,148.783333,1
3434,2010-10-13,6.6,9.0,34.4,59.0,13.0,28.0,98.0,98.0,7.1,8.7,1,1,2010,10,13,17,2.356194490192345,3.5342917352885173,2.356194490192345,-35.533333,148.783333,1
3435,2010-10-14,5.1,13.2,48.0,44.0,17.0,20.0,98.0,57.0,6.3,11.5,1,1,2010,10,14,17,1.5707963267948966,3.5342917352885173,2.748893571891069,-35.533333,148.783333,1
3436,2010-10-15,5.2,10.7,25.2,98.0,39.0,48.0,98.0,98.0,10.3,10.6,1,1,2010,10,15,17,1.5707963267948966,1.5707963267948966,2.356194490192345,-35.533333,148.783333,1
3437,2010-10-16,-5.5,-1.2,73.4,33.0,0.0,0.0,93.0,95.0,-4.8,-2.9,1,1,2010,10,16,17,2.356194490192345,3.0136932484228516,2.7799503583372576,-35.533333,148.783333,1
3438,2010-10-17,-4.9,4.9,1.8,44.0,0.0,26.0,97.0,87.0,-1.2,3.2,1,0,2010,10,17,17,3.9269908169872414,3.0136932484228516,3.5342917352885173,-35.533333,148.783333,1
3439,2010-10-18,-1.3,7.9,0.0,59.0,28.0,24.0,97.0,56.0,2.2,5.5,0,0,2010,10,18,17,3.9269908169872414,3.9269908169872414,3.5342917352885173,-35.533333,148.783333,1
