,Unnamed: 0,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,year,month,day,LocationNum,WindGustDirNum,WindDir9amNum,WindDir3pmNum,Latitude,Longitude,CodeRegion,NonMes,CodeRegionNum,NonMesNum
80397,80397,2016-06-14,Dartmoor,2.0,14.7,0.0,,,NNW,26.0,NW,N,6.0,4.0,86.0,73.0,1034.6,1032.9,4.5,13.4,0,0,2016,6,14,27,1.9634954084936207,2.356194490192345,1.5707963267948966,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80398,80398,2016-06-15,Dartmoor,-0.5,15.7,0.0,,,N,22.0,,NNW,0.0,17.0,97.0,64.0,1031.9,1027.6,1.2,15.4,0,0,2016,6,15,27,1.5707963267948966,,1.9634954084936207,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80399,80399,2016-06-16,Dartmoor,1.2,13.2,0.4,,,NNE,35.0,NNE,N,17.0,15.0,92.0,83.0,1017.1,1011.4,8.8,11.9,0,0,2016,6,16,27,1.1780972450961724,1.1780972450961724,1.5707963267948966,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80400,80400,2016-06-17,Dartmoor,8.6,13.7,0.6,,,S,33.0,N,S,4.0,15.0,98.0,93.0,1011.1,1013.1,11.3,12.2,0,0,2016,6,17,27,9.42477796076938,1.5707963267948966,9.42477796076938,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80401,80401,2016-06-18,Dartmoor,4.6,12.1,0.4,,,SE,24.0,SSE,SE,11.0,13.0,81.0,69.0,1021.2,1020.6,8.8,11.6,0,0,2016,6,18,27,5.497787143782138,5.105088062083414,5.497787143782138,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80402,80402,2016-06-19,Dartmoor,2.1,14.7,0.0,,,SSE,26.0,SSW,SSE,6.0,15.0,97.0,76.0,1019.7,1015.7,4.9,13.2,0,1,2016,6,19,27,5.105088062083414,4.319689898685965,5.105088062083414,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80403,80403,2016-06-20,Dartmoor,5.0,15.6,2.4,,,SSW,28.0,SW,SW,9.0,6.0,97.0,94.0,1010.0,1007.1,11.5,12.2,1,1,2016,6,20,27,4.319689898685965,3.9269908169872414,3.9269908169872414,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80404,80404,2016-06-21,Dartmoor,7.4,14.0,5.6,,,NNW,52.0,N,NW,19.0,20.0,90.0,89.0,998.4,995.2,9.4,12.6,1,1,2016,6,21,27,1.9634954084936207,1.5707963267948966,2.356194490192345,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80405,80405,2016-06-22,Dartmoor,7.6,14.1,4.8,,,W,41.0,NW,NW,11.0,20.0,88.0,79.0,1004.3,1004.0,9.3,13.5,1,1,2016,6,22,27,3.141592653589793,2.356194490192345,2.356194490192345,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80406,80406,2016-06-23,Dartmoor,9.2,10.6,39.4,,,SW,54.0,N,NW,24.0,11.0,95.0,95.0,997.7,998.0,9.9,8.0,1,1,2016,6,23,27,3.9269908169872414,1.5707963267948966,2.356194490192345,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80407,80407,2016-06-24,Dartmoor,3.7,9.4,33.6,,,SSW,52.0,NW,SW,11.0,15.0,92.0,72.0,1006.1,1012.4,4.8,8.6,1,1,2016,6,24,27,4.319689898685965,2.356194490192345,3.9269908169872414,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80408,80408,2016-06-25,Dartmoor,1.6,12.7,2.8,,,W,20.0,NNE,NNW,2.0,11.0,97.0,67.0,1023.9,1022.3,4.1,12.1,1,0,2016,6,25,27,3.141592653589793,1.1780972450961724,1.9634954084936207,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80409,80409,2016-06-26,Dartmoor,2.9,12.3,0.2,,,NNW,43.0,N,NNW,13.0,20.0,79.0,66.0,1017.9,1014.5,6.0,11.0,0,1,2016,6,26,27,1.9634954084936207,1.5707963267948966,1.9634954084936207,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80410,80410,2016-06-27,Dartmoor,5.0,13.8,1.4,,,W,28.0,NNE,WNW,4.0,13.0,97.0,74.0,1018.1,1018.3,6.2,12.4,1,0,2016,6,27,27,3.141592653589793,1.1780972450961724,2.748893571891069,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80411,80411,2016-06-28,Dartmoor,6.2,14.9,0.6,,,NW,33.0,NNW,NW,13.0,19.0,98.0,82.0,1023.4,1022.9,9.5,14.0,0,1,2016,6,28,27,2.356194490192345,1.9634954084936207,2.356194490192345,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80412,80412,2016-06-29,Dartmoor,6.8,14.2,7.6,,,N,48.0,N,N,9.0,22.0,91.0,62.0,1024.5,1018.4,8.1,13.0,1,1,2016,6,29,27,1.5707963267948966,1.5707963267948966,1.5707963267948966,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80413,80413,2016-06-30,Dartmoor,8.1,10.5,7.2,,,NNW,56.0,NNE,WNW,17.0,24.0,95.0,84.0,1005.7,1005.6,8.6,9.2,1,1,2016,6,30,27,1.9634954084936207,1.1780972450961724,2.748893571891069,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80414,80414,2016-07-01,Dartmoor,7.0,13.4,17.2,1.2,,SW,33.0,NW,WNW,9.0,13.0,85.0,79.0,1021.4,1021.3,8.4,12.9,1,1,2016,7,1,27,3.9269908169872414,2.356194490192345,2.748893571891069,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80415,80415,2016-07-02,Dartmoor,8.3,15.4,1.8,1.0,,WNW,31.0,NW,WNW,7.0,15.0,96.0,75.0,1025.7,1024.5,9.7,14.5,1,0,2016,7,2,27,2.748893571891069,2.356194490192345,2.748893571891069,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80416,80416,2016-07-03,Dartmoor,9.5,13.4,1.0,1.0,,NNW,35.0,NNW,NNW,11.0,20.0,95.0,95.0,1022.9,1019.9,11.3,12.1,0,1,2016,7,3,27,1.9634954084936207,1.9634954084936207,1.9634954084936207,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80417,80417,2016-07-04,Dartmoor,8.7,11.2,2.6,0.6,,N,26.0,N,NE,13.0,9.0,83.0,89.0,1013.3,1009.3,9.5,10.6,1,1,2016,7,4,27,1.5707963267948966,1.5707963267948966,0.7853981633974483,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80418,80418,2016-07-05,Dartmoor,5.2,13.4,1.8,0.4,,S,35.0,,S,0.0,11.0,97.0,86.0,1015.4,1016.0,6.3,10.9,1,1,2016,7,5,27,9.42477796076938,,9.42477796076938,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80419,80419,2016-07-06,Dartmoor,6.3,13.2,1.4,1.2,,SSE,37.0,S,S,17.0,13.0,92.0,93.0,1022.6,1022.8,10.6,11.3,1,1,2016,7,6,27,5.105088062083414,9.42477796076938,9.42477796076938,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80420,80420,2016-07-07,Dartmoor,5.3,14.6,1.2,0.8,,ESE,20.0,SW,E,4.0,9.0,97.0,82.0,1024.3,1021.4,8.7,12.6,1,0,2016,7,7,27,5.890486225480862,3.9269908169872414,0.0,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80421,80421,2016-07-08,Dartmoor,5.8,13.7,0.6,0.4,,WNW,15.0,NNW,NW,6.0,7.0,98.0,87.0,1021.1,1020.9,8.1,11.8,0,0,2016,7,8,27,2.748893571891069,1.9634954084936207,2.356194490192345,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80422,80422,2016-07-09,Dartmoor,1.1,13.9,0.4,1.6,,E,11.0,E,N,2.0,4.0,98.0,76.0,1025.0,1022.3,3.4,12.8,0,1,2016,7,9,27,0.0,0.0,1.5707963267948966,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80423,80423,2016-07-10,Dartmoor,3.4,11.7,2.2,1.4,,NNE,59.0,NNE,NNE,22.0,31.0,90.0,85.0,1014.0,1005.9,9.7,10.3,1,1,2016,7,10,27,1.1780972450961724,1.1780972450961724,1.1780972450961724,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80424,80424,2016-07-11,Dartmoor,9.4,12.9,4.2,0.8,,N,70.0,NNW,NW,41.0,31.0,71.0,90.0,995.3,996.2,11.2,12.5,1,1,2016,7,11,27,1.5707963267948966,1.9634954084936207,2.356194490192345,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80425,80425,2016-07-12,Dartmoor,7.1,7.9,11.8,1.2,,WNW,69.0,NW,NW,24.0,20.0,86.0,89.0,993.7,998.7,7.2,5.8,1,1,2016,7,12,27,2.748893571891069,2.356194490192345,2.356194490192345,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80426,80426,2016-07-13,Dartmoor,3.7,11.4,16.2,0.4,,WSW,61.0,WNW,WSW,11.0,28.0,89.0,84.0,1019.6,1023.6,6.0,9.1,1,1,2016,7,13,27,3.5342917352885173,2.748893571891069,3.5342917352885173,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80427,80427,2016-07-14,Dartmoor,4.8,13.1,4.2,0.8,,WNW,41.0,NW,W,11.0,17.0,93.0,82.0,1028.9,1028.1,7.4,11.3,1,1,2016,7,14,27,2.748893571891069,2.356194490192345,3.141592653589793,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80428,80428,2016-07-15,Dartmoor,7.2,13.3,2.2,0.4,,NNW,26.0,NW,NW,11.0,11.0,98.0,80.0,1032.2,1030.7,9.1,12.6,1,0,2016,7,15,27,1.9634954084936207,2.356194490192345,2.356194490192345,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80429,80429,2016-07-16,Dartmoor,3.8,13.2,0.0,1.0,,NNW,19.0,,NNW,0.0,9.0,96.0,65.0,1032.9,1029.7,5.8,12.5,0,0,2016,7,16,27,1.9634954084936207,,1.9634954084936207,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80430,80430,2016-07-17,Dartmoor,2.6,13.1,0.4,2.0,,N,41.0,NNE,NNE,13.0,17.0,93.0,78.0,1026.3,1021.1,6.3,10.8,0,0,2016,7,17,27,1.5707963267948966,1.1780972450961724,1.1780972450961724,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80431,80431,2016-07-18,Dartmoor,6.2,15.0,0.0,1.4,,NNW,41.0,NNW,NW,20.0,19.0,70.0,77.0,1017.8,1016.1,12.3,14.2,0,0,2016,7,18,27,1.9634954084936207,1.9634954084936207,2.356194490192345,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80432,80432,2016-07-19,Dartmoor,10.6,12.9,0.0,0.6,,NNW,19.0,NNW,N,7.0,6.0,98.0,94.0,1021.5,1020.4,11.2,12.6,0,0,2016,7,19,27,1.9634954084936207,1.9634954084936207,1.5707963267948966,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80433,80433,2016-07-20,Dartmoor,9.0,17.0,0.6,0.4,,N,13.0,,NE,0.0,4.0,98.0,68.0,1023.0,1020.3,9.6,16.0,0,1,2016,7,20,27,1.5707963267948966,,0.7853981633974483,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80434,80434,2016-07-21,Dartmoor,6.6,18.3,1.4,1.2,,NNW,50.0,N,N,9.0,11.0,92.0,75.0,1013.7,1008.4,11.5,17.0,1,1,2016,7,21,27,1.9634954084936207,1.5707963267948966,1.5707963267948966,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80435,80435,2016-07-22,Dartmoor,11.5,15.1,4.2,2.0,,W,78.0,NNW,WNW,28.0,19.0,83.0,78.0,996.1,995.0,13.5,13.0,1,1,2016,7,22,27,3.141592653589793,1.9634954084936207,2.748893571891069,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80436,80436,2016-07-23,Dartmoor,5.6,11.5,17.0,3.0,,W,65.0,W,WSW,9.0,19.0,76.0,67.0,1008.4,1010.4,7.0,9.6,1,0,2016,7,23,27,3.141592653589793,3.141592653589793,3.5342917352885173,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80437,80437,2016-07-24,Dartmoor,3.9,9.7,0.6,1.6,,NNW,50.0,N,N,13.0,24.0,88.0,89.0,1007.1,1000.7,6.5,8.7,0,1,2016,7,24,27,1.9634954084936207,1.5707963267948966,1.5707963267948966,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80438,80438,2016-07-25,Dartmoor,5.4,12.4,7.6,1.2,,NW,83.0,N,WNW,13.0,24.0,90.0,93.0,1008.2,1002.7,7.4,9.0,1,1,2016,7,25,27,2.356194490192345,1.5707963267948966,2.748893571891069,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80439,80439,2016-07-26,Dartmoor,3.0,9.6,9.8,1.8,,N,35.0,NNW,N,11.0,22.0,93.0,82.0,1011.5,1006.4,5.0,9.1,1,1,2016,7,26,27,1.5707963267948966,1.9634954084936207,1.5707963267948966,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80440,80440,2016-07-27,Dartmoor,4.9,11.6,10.0,0.4,,WSW,46.0,W,WSW,7.0,17.0,88.0,68.0,1017.2,1020.2,7.7,10.7,1,1,2016,7,27,27,3.5342917352885173,3.141592653589793,3.5342917352885173,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80441,80441,2016-07-28,Dartmoor,7.6,15.3,2.2,1.2,,WNW,41.0,NW,WNW,13.0,20.0,93.0,79.0,1024.2,1022.6,9.7,13.5,1,1,2016,7,28,27,2.748893571891069,2.356194490192345,2.748893571891069,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80442,80442,2016-07-29,Dartmoor,9.7,14.9,1.4,1.2,,W,30.0,NW,W,9.0,9.0,95.0,77.0,1021.6,1020.2,11.6,14.4,1,1,2016,7,29,27,3.141592653589793,2.356194490192345,3.141592653589793,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80443,80443,2016-07-30,Dartmoor,10.1,14.5,1.8,1.8,,N,50.0,N,N,13.0,24.0,91.0,70.0,1018.1,1010.8,10.6,13.4,1,1,2016,7,30,27,1.5707963267948966,1.5707963267948966,1.5707963267948966,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80444,80444,2016-07-31,Dartmoor,6.8,15.6,1.8,1.4,,NNW,30.0,NNE,NNW,2.0,13.0,98.0,64.0,1015.9,1012.8,9.0,14.1,1,0,2016,7,31,27,1.9634954084936207,1.1780972450961724,1.9634954084936207,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80445,80445,2016-08-01,Dartmoor,6.4,13.9,0.2,,,SSW,46.0,NNW,SSW,11.0,17.0,94.0,87.0,1009.6,1012.2,11.1,10.8,0,1,2016,8,1,27,4.319689898685965,1.9634954084936207,4.319689898685965,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80446,80446,2016-08-02,Dartmoor,4.6,13.3,2.0,,,SW,39.0,SE,SSW,4.0,17.0,90.0,78.0,1024.0,1023.9,8.8,12.3,1,1,2016,8,2,27,3.9269908169872414,5.497787143782138,4.319689898685965,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80447,80447,2016-08-03,Dartmoor,6.9,13.4,1.4,,,SSE,31.0,,S,0.0,20.0,96.0,75.0,1028.9,1028.6,9.1,11.5,1,1,2016,8,3,27,5.105088062083414,,9.42477796076938,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80448,80448,2016-08-04,Dartmoor,4.3,14.8,1.8,,,E,28.0,,E,0.0,15.0,97.0,56.0,1031.8,1029.9,7.4,14.2,1,0,2016,8,4,27,0.0,,0.0,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80449,80449,2016-08-05,Dartmoor,2.7,11.4,0.4,,,N,19.0,N,N,13.0,6.0,86.0,67.0,1031.8,1029.7,7.1,10.7,0,0,2016,8,5,27,1.5707963267948966,1.5707963267948966,1.5707963267948966,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80450,80450,2016-08-06,Dartmoor,5.2,15.0,0.0,,,NNW,17.0,,N,0.0,4.0,94.0,56.0,1028.2,1025.0,6.6,13.7,0,0,2016,8,6,27,1.9634954084936207,,1.5707963267948966,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80451,80451,2016-08-07,Dartmoor,6.2,14.1,0.0,,,N,30.0,NNE,NNE,9.0,17.0,74.0,64.0,1025.7,1022.8,9.2,12.6,0,0,2016,8,7,27,1.5707963267948966,1.1780972450961724,1.1780972450961724,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80452,80452,2016-08-08,Dartmoor,9.1,17.9,0.0,,,N,46.0,NNE,NNW,19.0,22.0,64.0,47.0,1019.5,1015.5,10.1,17.6,0,0,2016,8,8,27,1.5707963267948966,1.1780972450961724,1.9634954084936207,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80453,80453,2016-08-09,Dartmoor,10.1,15.6,0.0,,,NW,61.0,NNE,N,17.0,24.0,75.0,65.0,1008.7,1001.3,10.9,14.9,0,1,2016,8,9,27,2.356194490192345,1.1780972450961724,1.5707963267948966,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80454,80454,2016-08-10,Dartmoor,6.0,12.6,12.0,,,WNW,61.0,N,NNW,15.0,24.0,92.0,82.0,1007.4,1005.2,7.8,11.0,1,1,2016,8,10,27,2.748893571891069,1.5707963267948966,1.9634954084936207,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80455,80455,2016-08-11,Dartmoor,3.6,13.2,7.6,,,W,26.0,NNW,WNW,13.0,9.0,94.0,70.0,1019.0,1020.0,6.7,12.1,1,0,2016,8,11,27,3.141592653589793,1.9634954084936207,2.748893571891069,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80456,80456,2016-08-12,Dartmoor,6.7,14.1,0.0,,,WNW,52.0,N,NW,20.0,24.0,80.0,76.0,1017.7,1014.1,10.6,12.7,0,1,2016,8,12,27,2.748893571891069,1.5707963267948966,2.356194490192345,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80457,80457,2016-08-13,Dartmoor,6.2,15.0,4.8,,,WNW,54.0,NNW,WNW,9.0,22.0,93.0,66.0,1020.8,1020.0,9.0,14.4,1,1,2016,8,13,27,2.748893571891069,1.9634954084936207,2.748893571891069,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80458,80458,2016-08-14,Dartmoor,5.9,14.4,2.0,,,NNW,30.0,NNW,WNW,9.0,15.0,98.0,76.0,1027.3,1026.3,9.4,13.9,1,0,2016,8,14,27,1.9634954084936207,1.9634954084936207,2.748893571891069,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80459,80459,2016-08-15,Dartmoor,7.6,17.3,0.4,,,N,43.0,N,NNW,13.0,26.0,82.0,53.0,1029.1,1025.3,9.8,17.1,0,0,2016,8,15,27,1.5707963267948966,1.5707963267948966,1.9634954084936207,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80460,80460,2016-08-16,Dartmoor,8.9,18.5,0.0,,,NNW,54.0,N,NNW,19.0,24.0,64.0,50.0,1022.4,1018.0,12.0,17.6,0,1,2016,8,16,27,1.9634954084936207,1.5707963267948966,1.9634954084936207,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80461,80461,2016-08-17,Dartmoor,5.6,16.1,4.4,,,ENE,28.0,,ENE,0.0,9.0,97.0,58.0,1024.3,1020.7,8.9,15.8,1,0,2016,8,17,27,0.3926990816987241,,0.3926990816987241,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80462,80462,2016-08-18,Dartmoor,6.5,23.3,0.0,,,N,76.0,N,N,20.0,30.0,55.0,34.0,1010.7,1005.7,15.3,23.2,0,1,2016,8,18,27,1.5707963267948966,1.5707963267948966,1.5707963267948966,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80463,80463,2016-08-19,Dartmoor,8.9,12.4,11.6,,,NW,46.0,N,W,13.0,22.0,94.0,62.0,1005.8,1005.4,9.7,11.8,1,1,2016,8,19,27,2.356194490192345,1.5707963267948966,3.141592653589793,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80464,80464,2016-08-20,Dartmoor,4.9,13.5,5.8,,,W,43.0,W,W,13.0,19.0,90.0,65.0,1012.3,1012.0,6.9,12.4,1,1,2016,8,20,27,3.141592653589793,3.141592653589793,3.141592653589793,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80465,80465,2016-08-21,Dartmoor,6.9,12.5,10.6,,,NNW,30.0,NNW,NNW,11.0,9.0,97.0,93.0,1014.8,1012.7,9.9,11.0,1,1,2016,8,21,27,1.9634954084936207,1.9634954084936207,1.9634954084936207,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80466,80466,2016-08-22,Dartmoor,7.9,13.7,8.0,,,SE,26.0,N,SE,2.0,15.0,97.0,81.0,1013.8,1013.0,8.7,12.6,1,0,2016,8,22,27,5.497787143782138,1.5707963267948966,5.497787143782138,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80467,80467,2016-08-23,Dartmoor,-0.7,13.4,0.2,,,SSE,22.0,,SSE,0.0,4.0,97.0,51.0,1019.1,1017.3,4.8,13.0,0,0,2016,8,23,27,5.105088062083414,,5.105088062083414,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80468,80468,2016-08-24,Dartmoor,-0.5,12.7,0.2,,,SSW,26.0,,S,0.0,15.0,97.0,64.0,1018.1,1015.5,3.6,11.1,0,1,2016,8,24,27,4.319689898685965,,9.42477796076938,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80469,80469,2016-08-25,Dartmoor,2.2,12.9,5.6,,,SSW,33.0,,SW,0.0,17.0,98.0,85.0,1018.2,1018.7,6.8,9.7,1,0,2016,8,25,27,4.319689898685965,,3.9269908169872414,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80470,80470,2016-08-26,Dartmoor,2.1,13.6,1.0,,,W,31.0,NW,W,9.0,17.0,97.0,65.0,1023.2,1020.8,7.6,12.2,0,0,2016,8,26,27,3.141592653589793,2.356194490192345,3.141592653589793,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80471,80471,2016-08-27,Dartmoor,7.3,14.3,0.0,,,NNW,52.0,NNW,NNW,15.0,28.0,77.0,59.0,1021.0,1017.3,9.7,14.1,0,0,2016,8,27,27,1.9634954084936207,1.9634954084936207,1.9634954084936207,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80472,80472,2016-08-28,Dartmoor,4.1,19.1,0.0,,,N,26.0,,NW,0.0,9.0,74.0,49.0,1019.7,1017.4,10.9,18.2,0,0,2016,8,28,27,1.5707963267948966,,2.356194490192345,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80473,80473,2016-08-29,Dartmoor,8.2,19.9,0.0,,,NNE,41.0,NE,NNE,15.0,24.0,59.0,41.0,1020.6,1016.9,12.3,19.0,0,1,2016,8,29,27,1.1780972450961724,0.7853981633974483,1.1780972450961724,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80474,80474,2016-08-30,Dartmoor,10.9,13.9,3.8,,,N,41.0,NNE,N,17.0,13.0,91.0,88.0,1015.1,1010.9,11.7,13.3,1,1,2016,8,30,27,1.5707963267948966,1.1780972450961724,1.5707963267948966,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80475,80475,2016-08-31,Dartmoor,11.3,16.8,2.4,,,WNW,33.0,NW,W,15.0,13.0,85.0,74.0,1013.7,1014.0,12.9,15.1,1,0,2016,8,31,27,2.748893571891069,2.356194490192345,3.141592653589793,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80476,80476,2016-09-01,Dartmoor,9.3,16.0,0.4,,,SSW,22.0,NE,S,4.0,13.0,97.0,85.0,1018.4,1015.5,11.5,13.1,0,0,2016,9,1,27,4.319689898685965,0.7853981633974483,9.42477796076938,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80477,80477,2016-09-02,Dartmoor,6.6,16.3,0.2,,,ENE,26.0,E,ESE,9.0,11.0,82.0,66.0,1013.8,1009.0,11.5,15.9,0,0,2016,9,2,27,0.3926990816987241,0.0,5.890486225480862,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80478,80478,2016-09-03,Dartmoor,5.6,14.8,0.2,,,WSW,44.0,NNW,WNW,9.0,17.0,95.0,83.0,1009.4,1009.5,9.2,11.8,0,1,2016,9,3,27,3.5342917352885173,1.9634954084936207,2.748893571891069,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80479,80479,2016-09-04,Dartmoor,6.0,15.1,1.6,,,NW,41.0,NNW,NW,15.0,24.0,94.0,77.0,1023.0,1024.0,10.6,13.9,1,0,2016,9,4,27,2.356194490192345,1.9634954084936207,2.356194490192345,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80480,80480,2016-09-05,Dartmoor,10.4,16.2,0.4,,,NNW,35.0,NNW,NW,15.0,13.0,92.0,77.0,1029.3,1027.3,11.9,15.1,0,0,2016,9,5,27,1.9634954084936207,1.9634954084936207,2.356194490192345,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80481,80481,2016-09-06,Dartmoor,4.9,18.5,0.2,,,SE,26.0,NNE,S,7.0,17.0,97.0,67.0,1028.6,1027.0,10.3,16.9,0,0,2016,9,6,27,5.497787143782138,1.1780972450961724,9.42477796076938,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80482,80482,2016-09-07,Dartmoor,6.7,20.1,0.0,,,NNE,48.0,NE,NE,7.0,22.0,86.0,59.0,1027.4,1021.6,13.1,19.2,0,0,2016,9,7,27,1.1780972450961724,0.7853981633974483,0.7853981633974483,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80483,80483,2016-09-08,Dartmoor,13.0,17.9,0.0,,,N,50.0,N,NNW,20.0,9.0,67.0,91.0,1015.5,1012.2,15.9,14.8,0,1,2016,9,8,27,1.5707963267948966,1.5707963267948966,1.9634954084936207,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
80484,80484,2016-09-09,Dartmoor,11.5,14.6,50.6,,,SW,39.0,W,WSW,4.0,17.0,97.0,90.0,1008.9,1010.8,12.2,12.9,1,1,2016,9,9,27,3.9269908169872414,3.141592653589793,3.5342917352885173,-37.9225444,141.2766551,VIC,Cloud9am_Cloud3pm,2,6
